Respondent_ID,Persona_Cluster_Seed,Q1_Age_Group,Q2_Gender,Q3_Emirate,Q4_Monthly_Income_AED,Nationality,Occupation,Q5_Experience_Level,Q6_Days_Per_Week,Q7_Weekly_Distance_km,Q8_Terrain,Q9_Training_Goal,Q10_Foot_Width,Q11_Foot_Issues,Q12_Shoe_Priority,Q13_Sole_Type,Q14_Fit_Style,Q15_Color_Pref,Q16_Accessories,Q17_Trusted_Brands,Q18_Spend_Per_Pair_AED,Q19_Purchase_Frequency,Q20_Purchase_Channel,Q21_Brand_Switch_Motivator,Q22_Current_Shoe_Satisfaction_1_7,Q23_App_Comfort,Q24_WTP_App_AED_Month,Q25_App_Interest,Q26_Running_Motivation,Q27_Runner_Identity_1_5,Q28_Running_Club_Member,Q29_Peer_Influence_1_5,Q30_Sustainability_Importance_1_5,Q31_Min_Discount_To_Switch,Q32_Waits_For_Sales,Q33_Fitness_Apps_Used,Q34_Used_AI_Shopping_Before,Q35_Brand_Switch_Likelihood_1_5
UAE_0322,Wellness_Professional,35-44,Non-binary,Dubai,"5,000-10,000",Arab (non-GCC),Corporate/Salaried,Beginner,3-4 days,10-25km,Treadmill,10K,Standard/Medium,,Speed/Performance,No preference,Snug/Sock-like,Earthy/Natural,GPS Watch; Running belt/Hydration,Adidas; Hoka; Saucony,400-600,Every 1-2 years,Sports retailers,Professional review,5,Comfortable,10-25 AED,Likely would use,General fitness,2,No,3,2,20-30%,No,,Yes,3
UAE_0323,Serious_Age_Grouper,35-44,Female,Abu Dhabi,"Above 60,000",Western,Homemaker,Intermediate,3-4 days,25-50km,Road/Pavement,Ultra/Trail,Narrow,Plantar fasciitis,Injury Prevention,Thick/Plush,Standard fit,Earthy/Natural,GPS Watch; Compression wear; Running belt/Hydration,Nike; Adidas; ASICS; Hoka,400-600,Every 3 months,Online (Amazon/Noon); Running specialty; Apps/Platforms,Professional review,6,Comfortable,50+ AED,Neutral/Unsure,Competitive performance,4,Yes,3,4,20-30%,Yes,,No,2
UAE_0324,Aspirational_Beginner,45-54,Female,Dubai,"Below 5,000",Western,Corporate/Salaried,Advanced/Competitive,1-2 days,Less than 10km,Treadmill,10K,Narrow,,Comfort/Cushioning,Thick/Plush,Snug/Sock-like,Bold/Bright,Running socks,Nike; Hoka,400-600,Once a year,Brand stores; Sports retailers; Apps/Platforms,Free trial,3,Very comfortable,10-25 AED,Likely would use,Weight management,2,No,5,4,20-30%,No,Apple Watch/Health,No,2
UAE_0325,Casual_Lifestyle_Runner,18-24,Female,Dubai,,GCC National,Corporate/Salaried,Beginner,5-6 days,Less than 10km,Treadmill,Weight loss,Standard/Medium,Shin splints,Durability/Value,Thick/Plush,Standard fit,Solid neutral,,Nike; Adidas; On Running,200-400,Every 4-6 months,Brand stores; Sports retailers; During sales,Friend/Community,3,Prefer in-store,Won't pay,Definitely would use,General fitness,2,No,3,3,20-30%,Yes,,No,3
UAE_0326,Wellness_Professional,35-44,Female,Dubai,"Above 60,000",South Asian,Self-employed,Experienced,3-4 days,Less than 10km,Treadmill,No goal/fun,Standard/Medium,,Comfort/Cushioning,Medium/Balanced,Standard fit,Solid neutral,GPS Watch,Nike; Adidas,Above 1200,Every 4-6 months,Brand stores; Running specialty; Apps/Platforms,Discount,4,Very comfortable,10-25 AED,Neutral/Unsure,Mental health,3,Yes,5,3,50%+,No,Garmin; Apple Watch/Health; Nike Run Club,No,4
UAE_0327,Serious_Age_Grouper,55+,Male,Abu Dhabi,"20,001-35,000",South Asian,Corporate/Salaried,Advanced/Competitive,Daily,50-80km,Road/Pavement,5K,Standard/Medium,,Speed/Performance,Thick/Plush,Adjustable/Boa,Bold/Bright,GPS Watch; Foam roller,Hoka; Saucony,600-900,Once a year,Sports retailers; During sales,Free trial,7,Neutral,50+ AED,Definitely would use,General fitness,4,Yes,4,4,10-15%,Yes,Strava; Garmin; Apple Watch/Health,Yes,5
UAE_0328,Serious_Age_Grouper,45-54,Male,Fujairah,,,Corporate/Salaried,Experienced,3-4 days,25-50km,Road/Pavement,Dubai/AD Marathon,Standard/Medium,,Injury Prevention,Medium/Balanced,Standard fit,Bold/Bright,Foam roller,Adidas; New Balance; On Running,400-600,Every 4-6 months,Brand stores; Running specialty,Expert AI,5,Comfortable,10-25 AED,Neutral/Unsure,Social/Community,5,Yes,3,4,20-30%,No,,No,1
UAE_0329,Social_Community_Runner,35-44,Male,Dubai,"10,001-20,000",Western,Corporate/Salaried,Experienced,3-4 days,10-25km,Road/Pavement,10K,Standard/Medium,,Injury Prevention,Thick/Plush,Standard fit,Solid neutral,,No preference,900-1200,Every 4-6 months,Online (Amazon/Noon); Running specialty; During sales,Friend/Community,7,Neutral,Up to 10 AED,Likely would use,Social/Community,5,No,5,3,20-30%,Yes,Strava; Apple Watch/Health,No,3
UAE_0330,Aspirational_Beginner,18-24,Female,Ras Al Khaimah,"10,001-20,000",Arab (non-GCC),Corporate/Salaried,Complete beginner,3-4 days,Less than 10km,Treadmill,Half Marathon,Not sure,,Comfort/Cushioning,Thick/Plush,Snug/Sock-like,Limited Edition,Custom insoles,No preference,400-600,Once a year,Sports retailers,Professional review,5,Neutral,Won't pay,Likely would use,General fitness,3,No,4,3,10-15%,No,,Yes,3
UAE_0331,Social_Community_Runner,25-34,Male,Dubai,"5,000-10,000",South Asian,Fitness professional,Intermediate,1-2 days,10-25km,Road/Pavement,No goal/fun,Wide,High arch,Speed/Performance,Medium/Balanced,Standard fit,Solid neutral,,No preference,200-400,Every 4-6 months,Online (Amazon/Noon),Discount,1,Very comfortable,Won't pay,Definitely would use,Competitive performance,3,No,4,4,10-15%,No,Nike Run Club,Yes,5
UAE_0332,Wellness_Professional,45-54,Female,Dubai,"20,001-35,000",South Asian,Corporate/Salaried,Intermediate,1-2 days,10-25km,Treadmill,Half Marathon,Not sure,Plantar fasciitis; Knee pain,Speed/Performance,Medium/Balanced,Snug/Sock-like,Solid neutral,GPS Watch,Nike; On Running,Under 200,Every 1-2 years,Sports retailers; Running specialty; Apps/Platforms,Professional review,5,Comfortable,25-50 AED,Definitely would use,Social/Community,4,No,3,5,50%+,Yes,Strava; Garmin; Apple Watch/Health,No,5
UAE_0333,Aspirational_Beginner,25-34,Female,Dubai,"Below 5,000",Arab (non-GCC),Corporate/Salaried,Beginner,3-4 days,Less than 10km,Treadmill; Beach/Sand,Weight loss,Not sure,,Injury Prevention,Medium/Balanced,Standard fit,Earthy/Natural,,Adidas; On Running,200-400,Once a year,Brand stores; Online (Amazon/Noon); During sales,Discount,3,Prefer in-store,Won't pay,Likely would use,Doctor advice,2,Yes,3,3,10-15%,Yes,Apple Watch/Health; Nike Run Club,Yes,4
UAE_0334,Aspirational_Beginner,25-34,Female,Sharjah,"5,000-10,000",Arab (non-GCC),Corporate/Salaried,Complete beginner,1-2 days,Less than 10km,Treadmill,No goal/fun,Standard/Medium,,Comfort/Cushioning,No preference,Snug/Sock-like,Bold/Bright,,No preference,200-400,Rarely/Not yet,Online (Amazon/Noon); During sales,Professional review,2,Neutral,Up to 10 AED,Unlikely,Mental health,4,No,5,4,20-30%,Yes,,No,2
UAE_0335,Aspirational_Beginner,25-34,Male,Dubai,"Below 5,000",South Asian,Homemaker,Beginner,I don't run yet,Less than 10km,Road/Pavement; Track,Ultra/Trail,Not sure,Flat feet/Low arch; Plantar fasciitis; None,Injury Prevention,Medium/Balanced,Adjustable/Boa,Metallic/Premium,,Nike,400-600,Every 1-2 years,Brand stores; Sports retailers; Online (Amazon/Noon),Expert AI,4,Neutral,10-25 AED,Likely would use,Competitive performance,2,No,3,1,20-30%,Yes,Strava,No,4
UAE_0336,Aspirational_Beginner,35-44,Female,Abu Dhabi,"5,000-10,000",South Asian,Student,Beginner,3-4 days,Less than 10km,Road/Pavement; Treadmill,Weight loss,Extra Wide,,Injury Prevention,Medium/Balanced,Standard fit,Solid neutral,GPS Watch,No preference,200-400,Once a year,Sports retailers; Running specialty,Friend/Community,4,Slightly uncomfortable,10-25 AED,Neutral/Unsure,Mental health,3,No,4,5,20-30%,Yes,Apple Watch/Health,No,1
UAE_0337,Ultra_Trail_Specialist,18-24,Male,Ras Al Khaimah,"Above 60,000",Arab (non-GCC),Self-employed,Experienced,3-4 days,80+ km,Road/Pavement; Trail/Desert,Ultra/Trail,Standard/Medium,,Comfort/Cushioning,Medium/Balanced,Snug/Sock-like,Bold/Bright,Custom insoles; Compression wear; Foam roller,Nike; New Balance; Hoka; Brooks,900-1200,Every 4-6 months,Brand stores; Online (Amazon/Noon); Running specialty,Friend/Community,1,Neutral,25-50 AED,Definitely would use,Weight management,5,No,5,3,10-15%,No,Strava; Garmin; Apple Watch/Health,No,3
UAE_0338,Wellness_Professional,35-44,Female,Sharjah,"20,001-35,000",Other,Corporate/Salaried,Beginner,Daily,Less than 10km,Treadmill,10K,Standard/Medium,,Comfort/Cushioning,Thick/Plush,Standard fit,Limited Edition,GPS Watch,Nike,400-600,Once a year,Brand stores,Expert AI,4,Very comfortable,Up to 10 AED,Definitely would use,Mental health,4,Yes,5,2,5% or less,No,,No,4
UAE_0339,Social_Community_Runner,35-44,Female,Sharjah,"10,001-20,000",Western,Homemaker,Intermediate,1-2 days,50-80km,Road/Pavement; Treadmill,Full Marathon,Narrow,Flat feet/Low arch; Shin splints,Speed/Performance,Thick/Plush,Roomy toe box,Bold/Bright,Custom insoles; GPS Watch,ASICS,400-600,Every 1-2 years,Brand stores; Sports retailers,Professional review,5,Very comfortable,Up to 10 AED,Neutral/Unsure,General fitness,5,Yes,4,1,5% or less,Yes,Strava; Apple Watch/Health,No,4
UAE_0340,Aspirational_Beginner,25-34,Male,Fujairah,"Below 5,000",East/SE Asian,Self-employed,Beginner,I don't run yet,Less than 10km,Treadmill,10K,Extra Wide,,Lightweight,Thick/Plush,Standard fit,Bold/Bright,,No preference,200-400,Once a year,Sports retailers,Discount,1,Neutral,25-50 AED,Definitely would use,Social/Community,4,Yes,4,3,20-30%,No,Strava; Apple Watch/Health,No,3
UAE_0341,Social_Community_Runner,35-44,Female,Ras Al Khaimah,"35,001-60,000",Arab (non-GCC),Homemaker,Advanced/Competitive,3-4 days,10-25km,Road/Pavement,No goal/fun,Standard/Medium,Knee pain,Comfort/Cushioning,Thick/Plush,Snug/Sock-like,Limited Edition,Running socks; Custom insoles,No preference,400-600,Every 4-6 months,During sales,Friend/Community,4,Very comfortable,Up to 10 AED,Likely would use,General fitness,5,No,4,4,50%+,No,,No,4
UAE_0342,Social_Community_Runner,35-44,Female,Ajman,"Above 60,000",South Asian,Corporate/Salaried,Experienced,3-4 days,Less than 10km,Road/Pavement,Weight loss,Standard/Medium,Flat feet/Low arch; None,Comfort/Cushioning,Medium/Balanced,Snug/Sock-like,Solid neutral,,Nike,600-900,Every 4-6 months,Brand stores,Friend/Community,4,Neutral,50+ AED,Definitely would use,Social/Community,2,Yes,4,4,10-15%,Yes,Apple Watch/Health,Yes,5
UAE_0343,Aspirational_Beginner,35-44,Female,Dubai,"10,001-20,000",Arab (non-GCC),Corporate/Salaried,Complete beginner,1-2 days,10-25km,Road/Pavement,Weight loss,Standard/Medium,,Injury Prevention,Thick/Plush,Standard fit,Solid neutral,Running socks,Nike; Adidas,200-400,Every 1-2 years,During sales,Discount,6,Comfortable,10-25 AED,Unlikely,Mental health,3,No,4,2,10-15%,Yes,Strava; Apple Watch/Health,No,3
UAE_0344,Social_Community_Runner,35-44,Female,Dubai,,GCC National,Self-employed,Complete beginner,5-6 days,10-25km,Road/Pavement,Full Marathon,Standard/Medium,,Comfort/Cushioning,Medium/Balanced,Standard fit,Earthy/Natural,Compression wear,Nike; Adidas,Above 1200,Every 4-6 months,Sports retailers,Friend/Community,7,Neutral,25-50 AED,Neutral/Unsure,Weight management,1,No,4,3,20-30%,No,,Yes,3
UAE_0345,Social_Community_Runner,35-44,Non-binary,Dubai,"10,001-20,000",Arab (non-GCC),Corporate/Salaried,Advanced/Competitive,5-6 days,25-50km,Treadmill,Full Marathon,Standard/Medium,High arch; None,Speed/Performance,No preference,Standard fit,Limited Edition,Compression wear,Nike; Adidas; Brooks,600-900,Every 4-6 months,Brand stores; Sports retailers; Online (Amazon/Noon),Friend/Community,4,Prefer in-store,Won't pay,Neutral/Unsure,Competitive performance,1,No,5,4,20-30%,No,Strava; Garmin,Yes,5
UAE_0346,Serious_Age_Grouper,45-54,Male,Dubai,"20,001-35,000",Western,Student,Intermediate,5-6 days,50-80km,Treadmill,Full Marathon,Narrow,Plantar fasciitis; Knee pain,Speed/Performance,No preference,Standard fit,Bold/Bright,Compression wear,Nike; New Balance,Above 1200,Every 3 months,Sports retailers; Running specialty; Apps/Platforms,Expert AI,4,Comfortable,25-50 AED,Definitely would use,Social/Community,5,No,3,5,10-15%,Yes,Strava; Garmin; Nike Run Club,Yes,5
UAE_0347,Serious_Age_Grouper,25-34,Female,Dubai,"20,001-35,000",South Asian,Corporate/Salaried,Experienced,5-6 days,50-80km,Road/Pavement,Full Marathon,Standard/Medium,,Durability/Value,No preference,Snug/Sock-like,Metallic/Premium,Foam roller,Nike; ASICS; Hoka,600-900,Every 4-6 months,Brand stores; Sports retailers; Online (Amazon/Noon),Professional review,7,Very comfortable,25-50 AED,Definitely would use,Competitive performance,5,No,2,3,5% or less,No,,No,3
UAE_0348,Aspirational_Beginner,18-24,Female,Dubai,"Below 5,000",GCC National,Student,Beginner,1-2 days,10-25km,Treadmill,Weight loss,Standard/Medium,Flat feet/Low arch; Knee pain,Durability/Value,Medium/Balanced,Standard fit,Bold/Bright,Running socks,Nike,Under 200,Every 4-6 months,Brand stores; Sports retailers,Social media,3,Slightly uncomfortable,Up to 10 AED,Likely would use,General fitness,1,No,4,5,50%+,Yes,Strava; Nike Run Club,No,3
UAE_0349,Social_Community_Runner,55+,Female,Dubai,"10,001-20,000",Arab (non-GCC),Self-employed,Intermediate,1-2 days,25-50km,Road/Pavement,Ultra/Trail,Standard/Medium,,Comfort/Cushioning,Medium/Balanced,Roomy toe box,Bold/Bright,GPS Watch,New Balance,400-600,Every 4-6 months,Sports retailers; Running specialty; Apps/Platforms,Friend/Community,6,Very comfortable,Up to 10 AED,Likely would use,Competitive performance,2,Yes,3,5,20-30%,Yes,Strava; Apple Watch/Health,No,4
UAE_0350,Serious_Age_Grouper,35-44,Male,Dubai,"10,001-20,000",Arab (non-GCC),Corporate/Salaried,Experienced,Daily,10-25km,Treadmill,Full Marathon,Not sure,,Durability/Value,Thin/Minimal,Snug/Sock-like,Solid neutral,GPS Watch,Nike; Hoka; Saucony,900-1200,Every 3 months,Running specialty,Friend/Community,7,Very comfortable,25-50 AED,Definitely would use,Competitive performance,5,Yes,5,3,10-15%,No,Strava; Garmin,Yes,4
UAE_0351,Serious_Age_Grouper,45-54,Male,Abu Dhabi,"35,001-60,000",Arab (non-GCC),Corporate/Salaried,Advanced/Competitive,3-4 days,50-80km,Road/Pavement,Half Marathon,Wide,,Injury Prevention,Medium/Balanced,Snug/Sock-like,Metallic/Premium,Running socks; Foam roller,Adidas,Above 1200,Every 3 months,Running specialty,Expert AI,5,Comfortable,25-50 AED,Likely would use,Competitive performance,5,Yes,5,5,10-15%,Yes,Garmin; Apple Watch/Health; Nike Run Club,Yes,4
UAE_0352,Ultra_Trail_Specialist,35-44,Female,Dubai,"20,001-35,000",African,Fitness professional,Advanced/Competitive,3-4 days,80+ km,Trail/Desert,10K,Standard/Medium,Knee pain,Injury Prevention,Thin/Minimal,Snug/Sock-like,Earthy/Natural,GPS Watch; Compression wear; Running belt/Hydration,Adidas; New Balance,900-1200,Every 3 months,Brand stores,Social media,5,Comfortable,50+ AED,Definitely would use,Mental health,5,Yes,3,4,10-15%,No,Strava; Garmin; Apple Watch/Health,No,3
UAE_0353,Serious_Age_Grouper,35-44,Female,Abu Dhabi,"10,001-20,000",South Asian,Corporate/Salaried,Advanced/Competitive,Daily,50-80km,Trail/Desert,Full Marathon,Standard/Medium,,Durability/Value,No preference,Standard fit,Solid neutral,Running socks; GPS Watch,ASICS,900-1200,Once a year,Online (Amazon/Noon),Expert AI,4,Prefer in-store,Won't pay,Neutral/Unsure,Competitive performance,4,No,2,3,50%+,No,Apple Watch/Health; Nike Run Club,No,3
UAE_0354,Aspirational_Beginner,25-34,Female,Dubai,"10,001-20,000",GCC National,Corporate/Salaried,Beginner,3-4 days,Less than 10km,Treadmill,No goal/fun,Wide,High arch; Plantar fasciitis; Knee pain,Comfort/Cushioning,No preference,Standard fit,Earthy/Natural,Custom insoles,Nike; Adidas; New Balance,200-400,Every 1-2 years,Brand stores; Online (Amazon/Noon); During sales,Expert AI,3,Very comfortable,Won't pay,Definitely would not,Weight management,3,No,4,5,50%+,No,,No,5
UAE_0355,Aspirational_Beginner,18-24,Male,Fujairah,,Western,Corporate/Salaried,Beginner,5-6 days,Less than 10km,Road/Pavement; Treadmill,5K,Wide,Flat feet/Low arch,Injury Prevention,No preference,Standard fit,Solid neutral,,Nike; Adidas,Under 200,Every 4-6 months,Brand stores; Online (Amazon/Noon),Discount,4,Very comfortable,Won't pay,Likely would use,Mental health,3,No,3,3,50%+,Yes,Strava,No,1
UAE_0356,Serious_Age_Grouper,35-44,Male,Sharjah,"Above 60,000",South Asian,Corporate/Salaried,Experienced,3-4 days,25-50km,Road/Pavement,10K,Wide,Flat feet/Low arch,Speed/Performance,Medium/Balanced,Adjustable/Boa,Solid neutral,GPS Watch; Compression wear,New Balance,900-1200,Every 3 months,Sports retailers; Running specialty,Professional review,6,Slightly uncomfortable,25-50 AED,Definitely would use,General fitness,5,No,5,3,10-15%,No,Garmin,No,5
UAE_0357,Aspirational_Beginner,25-34,Female,Sharjah,"10,001-20,000",South Asian,Corporate/Salaried,Intermediate,1-2 days,Less than 10km,Road/Pavement,5K,Standard/Medium,Flat feet/Low arch; Shin splints,Durability/Value,No preference,Adjustable/Boa,Earthy/Natural,Running socks; GPS Watch,Nike; ASICS; Saucony,Under 200,Every 1-2 years,Online (Amazon/Noon); During sales,Discount,4,Neutral,10-25 AED,Likely would use,Competitive performance,3,No,3,3,10-15%,No,Strava; Nike Run Club,No,3
UAE_0358,Serious_Age_Grouper,45-54,Female,Sharjah,"10,001-20,000",East/SE Asian,Corporate/Salaried,Experienced,5-6 days,25-50km,Road/Pavement,Half Marathon,Wide,,Speed/Performance,No preference,Snug/Sock-like,Solid neutral,Running socks; Custom insoles; GPS Watch,Nike,900-1200,Once a year,Brand stores; Online (Amazon/Noon); Running specialty,Expert AI,5,Very comfortable,Up to 10 AED,Likely would use,Competitive performance,4,Yes,3,5,50%+,Yes,Strava,No,2
UAE_0359,Casual_Lifestyle_Runner,18-24,Male,Dubai,"20,001-35,000",East/SE Asian,Corporate/Salaried,Beginner,1-2 days,Less than 10km,Track,No goal/fun,Standard/Medium,,Speed/Performance,No preference,Snug/Sock-like,Bold/Bright,,Adidas,200-400,Every 4-6 months,Sports retailers,Free trial,3,Comfortable,Up to 10 AED,Neutral/Unsure,Weight management,2,No,4,3,20-30%,No,,No,1
UAE_0360,Serious_Age_Grouper,Under 18,Male,Dubai,"10,001-20,000",,Self-employed,Experienced,Daily,25-50km,Road/Pavement,Dubai/AD Marathon,Narrow,Plantar fasciitis; Shin splints,Durability/Value,Medium/Balanced,Standard fit,Metallic/Premium,Custom insoles; GPS Watch,Adidas; ASICS; Brooks; On Running,900-1200,Every 4-6 months,Brand stores; Sports retailers; Online (Amazon/Noon),Social media,4,Very comfortable,Up to 10 AED,Definitely would use,Explore outdoors,4,Yes,5,4,10-15%,No,Garmin,No,4
UAE_0361,Social_Community_Runner,55+,Female,Dubai,"10,001-20,000",Arab (non-GCC),Corporate/Salaried,Advanced/Competitive,3-4 days,10-25km,Trail/Desert,10K,Standard/Medium,Flat feet/Low arch,Durability/Value,Thick/Plush,Standard fit,Solid neutral,GPS Watch,Nike; Saucony,400-600,Every 3 months,Brand stores; Apps/Platforms,Friend/Community,5,Neutral,10-25 AED,Likely would use,Mental health,3,No,3,3,20-30%,No,,No,5
UAE_0362,Serious_Age_Grouper,45-54,Male,Sharjah,"20,001-35,000",GCC National,Corporate/Salaried,Advanced/Competitive,5-6 days,50-80km,Treadmill,Ultra/Trail,Standard/Medium,Bunions,Injury Prevention,Medium/Balanced,Adjustable/Boa,Solid neutral,Foam roller,Nike; Adidas; On Running,900-1200,Every 3 months,Online (Amazon/Noon); Running specialty,Free trial,4,Slightly uncomfortable,10-25 AED,Unlikely,Competitive performance,5,Yes,3,2,10-15%,No,Garmin,Yes,3
UAE_0363,Social_Community_Runner,45-54,Male,Sharjah,,,Corporate/Salaried,Experienced,1-2 days,10-25km,Road/Pavement; Trail/Desert; Track,No goal/fun,Wide,Shin splints,Injury Prevention,Medium/Balanced,Adjustable/Boa,Earthy/Natural,Running socks,ASICS,600-900,Every 4-6 months,Sports retailers,Free trial,5,Comfortable,Won't pay,Definitely would use,Mental health,5,No,5,1,20-30%,Yes,Apple Watch/Health,Yes,4
UAE_0364,Serious_Age_Grouper,45-54,Female,Other UAE,"20,001-35,000",Arab (non-GCC),Student,Experienced,1-2 days,50-80km,Road/Pavement; Trail/Desert; Track,Half Marathon,Standard/Medium,Knee pain,Speed/Performance,Thin/Minimal,Standard fit,Limited Edition,GPS Watch; Running belt/Hydration,Hoka; Brooks,600-900,Once a year,Sports retailers,Professional review,5,Prefer in-store,10-25 AED,Likely would use,Competitive performance,5,Yes,3,4,10-15%,No,Strava; Apple Watch/Health; Nike Run Club,No,4
UAE_0365,Casual_Lifestyle_Runner,18-24,Male,Abu Dhabi,,Arab (non-GCC),Student,Intermediate,1-2 days,Less than 10km,Treadmill,No goal/fun,Standard/Medium,,Durability/Value,No preference,Standard fit,Bold/Bright,Compression wear,Nike,Under 200,Once a year,Brand stores; Sports retailers,Social media,4,Slightly uncomfortable,25-50 AED,Likely would use,Weight management,1,No,4,2,50%+,Yes,Garmin; Nike Run Club,No,4
UAE_0366,Social_Community_Runner,25-34,Female,Ras Al Khaimah,"5,000-10,000",Western,Corporate/Salaried,Beginner,1-2 days,80+ km,Road/Pavement,5K,Standard/Medium,,Durability/Value,Thick/Plush,Roomy toe box,Limited Edition,Custom insoles,Nike,200-400,Every 3 months,Running specialty,Expert AI,3,Comfortable,10-25 AED,Definitely would use,Social/Community,4,Yes,4,4,10-15%,Yes,Garmin,Yes,4
UAE_0367,Casual_Lifestyle_Runner,25-34,Male,Abu Dhabi,"20,001-35,000",South Asian,Student,Complete beginner,I don't run yet,Less than 10km,Treadmill,Weight loss,Standard/Medium,,Durability/Value,Medium/Balanced,Standard fit,Metallic/Premium,,Nike; Adidas; New Balance,400-600,Every 3 months,Sports retailers; Online (Amazon/Noon),Discount,5,Very comfortable,Won't pay,Definitely would use,General fitness,2,No,4,1,10-15%,Yes,Strava,No,5
UAE_0368,Ultra_Trail_Specialist,35-44,Female,Abu Dhabi,"10,001-20,000",African,Self-employed,Intermediate,5-6 days,50-80km,Trail/Desert,Half Marathon,Standard/Medium,,Comfort/Cushioning,Thick/Plush,Snug/Sock-like,Earthy/Natural,Running socks; Compression wear,Adidas; Hoka,600-900,Every 3 months,Sports retailers; Running specialty; During sales,Free trial,6,Slightly uncomfortable,25-50 AED,Definitely would use,Competitive performance,5,No,5,4,20-30%,No,Strava,Yes,3
